201210257565488|L001-01|L001-01|Условная штука|1|Мектепке чейинки билим беруу мекемелерине медициналык каражаттарды алуу|http://zakupki.gov.kg/popp/download?key=Fls1eZ%2BF2LT%2BJ424B3hrpKKdBPzkS4Bdk6E92kjIVLkl2b1DsvP1SQNvzy4GSOH4%2BwfbclnM5Q%2Fh7e6VMpyXEw%3D%3D
201210257516140|L001-01|L001-01|Штука|60|Огнетушитель ОП -5 , с массой не менее 6 килограмм , срок годности ОП-5- 5 лет. Размер: 53 (высота) 63(диаметр)|
201210257565488|L001-01|L001-01|Условная штука|1|Мектепке чейинки билим беруу мекемелерине медициналык каражаттарды алуу|http://zakupki.gov.kg/popp/download?key=5VAct1j66OP6OnIHVrdzS4thgxjEzUCSgbw%2F66UdMgR20EXXR9VjTQNvzy4GSOH4%2BwfbclnM5Q%2Fh7e6VMpyXEw%3D%3D
201210257516140|L001-01|L001-01|Штука|60|Огнетушитель ОП -5 , с массой не менее 6 килограмм , срок годности ОП-5- 5 лет. Размер: 53 (высота) 63(диаметр)|
201210257482300|L001-01|L001-01|Упаковка|10|Таблетки, покрытые пленочной оболочкой 250 мг Азитромицин в форме дигидрата. 3 штуки. Упаковки ячейковые контурные (1) - пачки картонные. Срок годности не менее 1,5 год со дня производства|
201210257482300|L002-01|L002-01|Упаковка|100|Таблетки, покрытые пленочной оболочкой 500 мг Азитромицин в форме дигидрата. 3 штуки. Упаковки ячейковые контурные (1) - пачки картонные. Срок годности не менее 1,5 год со дня производства|
201210257482300|L003-01|L003-01|Набор|4|Набор реагентов ALFA AMYLASE liguicolor. Норм 12 028 6х 50 мл. Срок годности не менее 1 года со дня производства|
201210257482300|L004-01|L004-01|Флакон|30|Водный 10% раствор аммиака в стеклянных флаконах 30,0 мл. Срок годности не менее 8 месяцев со дня производства|
201210257482300|L005-01|L005-01|Флакон|100|Антисептическое раствор для рук. Состав на 1000 мл:спирт этиловый-96%-70 мл, глицерин-2 мл, раствор аммиака-1 мл, воды очищенной-до 100 мл. Срок годности не менее 12 месяцев со дня выпуска|
201210257482300|L006-01|L006-01|Упаковка|10|1 ампула с 1 мл раствора для инъекций содержит атропина сульфата 1 мг; в картонной коробке 10 шт. Срок годности не менее 1,5 лет со дня производства|
201210257482300|L007-01|L007-01|Упаковка|200|10 таблеток в контурной безъячейковой упаковке по 500 мг. Срок годности не менее 24 месяцев со дня производства|
201210257482300|L008-01|L008-01|Штука|50|Бинт марлевый медицинский стерильный 5 м х 10 см. Срок годности не менее 2 лет со дня производства.|
201210257482300|L009-01|L009-01|Упаковка|10|Таблетки, покрытые пленочной оболочкой, 5 мг. По 10 таблеток в контурную ячейковую упаковку. По 3 контурных ячейковых упаковок вместе с инструкцией по применению в пачку картонную. Срок годности не менее 1,5 лет со дня производства|
201210257482300|L010-01|L010-01|Упаковка|10|Таблетки по 8 мг. 5 контурных ячейковых упаковок по 10 таблеток или 2 контурные ячейковые упаковки по 25 таблеток с листком-вкладышем помещают в пачку из картона (упаковка №10х5, №25х2). Срок годности не менее 1 года со дня производства|
201210257482300|L011-01|L011-01|Штука|2 000|Вакутайнер с активатором объемом не менее 6 мл с красной крышкой. Срок годности не менее 1 лет со дня производства|
201210257482300|L012-01|L012-01|Килограмм|20|Вата гигиеническая медицинская|
201210257482300|L013-01|L013-01|Упаковка|200|Растворитель для приготовления лекарственных форм для инъекций 2 мл ампула, по 10 штук в коробке. Срок годности не менее 18 месяцев со дня выпуска|
201210257482300|L014-01|L014-01|Флакон|100|р-р д/в/в и п/к введения По 5 мл во флаконы вместимостью 5 мл. 5 флаконов вместе с инструкцией по применению в пачку из картона.Срок годности не менее 1,5 лет со дня производства|
201210257482300|L015-01|L015-01|Килограмм|100|"Гипохлорит кальция. Белый или светло-серый порошок или гранулы. Массовая доля активного хлора, не менее 65%. В бочках. Срок годности не менее 12 месяцев со дня производства
"|
201210257482300|L016-01|L016-01|Флакон|30|Раствор для наружного и местного применения. Флакон 50 г. Срок годности не менее 2 лет со дня производства.|
201210257482300|L017-01|L017-01|Упаковка|40|Глюкоза 40% раствор для в/вен. введения 400 мг/мл 10 мл ампулы 10 шт. в картонной упаковке. Срок годности не менее 1,5 лет со дня производства|
201210257482300|L018-01|L018-01|Набор|30|Д-Димер. Срок годности не менее 1 год со дня производства|
201210257482300|L019-01|L019-01|Упаковка|100|Раствор для инъекций 4 мг/1 мл: амп. 10 шт. в картонной упаковке. Срок годности не менее 12 лет со дня производства.|
201210257482300|L020-01|L020-01|Штука|2 000|Одноразовый держатель стерильных вакуумных пробирок объемом 6 мл. Срок годности не менее 1 года со дня производства|
201210257482300|L021-01|L021-01|Упаковка|50|Раствор для инъекций 1% в ампулах по 1 мл в картонной коробке по 10 штук, в контурной ячейковой упаковке по 10 штук с вложенной инструкцией по применению. Срок годности не менее 2 лет со дня производства|
201210257482300|L022-01|L022-01|Упаковка|14|"Раствор (1 мл-0.25 мг) 1,0 мл в ампулах, упакована в картонную коробку по 10 ампул. Срок годности не менее 1,5 лет со дня производства
"|
201210257482300|L023-01|L023-01|Упаковка|5|Концентрат для приготовления раствора для инфузий 10 мг/мл. По 5 мл в ампулу из бесцветного стекла. По 5 ампул помещают в поддон для ампул из ПВХ. Два поддона в картонной пачке с инструкцией по применению. Срок годности не менее 24 месяцев со дня выпуска|
201210257482300|L024-01|L024-01|Флакон|20|Раствор для инъекций 0,25% в ампулах 10мл в контурной ячейковой упаковке №5х2. Срок годности не менее 1 года со дня производства|
201210257482300|L025-01|L025-01|Упаковка|30|"Дротаверин, раствор для инъекций 2% 2 мл в ампулах №10. Срок годности не менее 18 месяцев со дня выпуска
"|
201210257482300|L026-01|L026-01|Упаковка|20|таблетки, покрытые пленочной оболочкой 200 мг; упаковка контурная ячейковая 10, пачка картонная 2; с инструкцией по медицинскому применению помещают в пачку из картона. Срок годности не менее 24 месяцев со дня выпуска|
201210257482300|L027-01|L027-01|Штука|2 000|Устройство для вливания в малые вены - игла-бабочка 25G (0,5х19мм). Размер №25. цвет оранжевый, с крылышками, упаковка полибэг.Стерильно. Срок годности не менее 2,5 лет со дня производства|
201210257482300|L028-01|L028-01|Флакон|40|Раствор для внутривенного и внутримышечного введения 500 мг/10 мл; флакон (флакончик) 10 мл, пачка картонная 1. Срок годности не менее 2 лет со дня производства|
201210257482300|L029-01|L029-01|Упаковка|10|Раствор для внутривенного и внутримышечного введения 100 мг/мл; ампула 10 мл с ножом ампульным, пачка картонная 10. Срок годности не менее 2,5 лет со дня производства|
201210257482300|L030-01|L030-01|Штука|80|Канюля назальная кислородная Apexmed или аналог, размер L. Срок годности не менее 3,5 лет со дня производства.|
201210257482300|L031-01|L031-01|Штука|80|Канюля назальная кислородная Apexmed или аналог, размер S. Срок годности не менее 3,5 лет со дня производства.|
201210257482300|L032-01|L032-01|Штука|100|Катетер внутривенный (периферический) №22. Упаковка индивидуальная, стерильная, блистерная. Стерилизация: оксидом этилена. Срок годности не менее 3,5 лет со дня производства|
201210257482300|L033-01|L033-01|Штука|200|Катетер внутривенный (периферический) №24. Упаковка индивидуальная, стерильная, блистерная. Стерилизация: оксидом этилена. Срок годностине менее 3,5  лет со дня производства|
201210257482300|L034-01|L034-01|Штука|80|Рассасывающийся хирургический шовный материал. Кетгут полированный 1 (5 metric), длина нити 150 см, диаметр 0,50-0,59 мм, с иглой 40 мм, колющая, ½ окружности 75. Срок годности не менее 2 лет со дня производства|
201210257482300|L035-01|L035-01|Штука|110|Рассасывающийся хирургический шовный материал. Кетгут полированный 2/0 (3,5 metric), длина нити 150 см, диаметр 0,35-0,39 мм, с иглой 25 мм, колющая, ½ окружности 75. Срок годности не менее 2 лет со дня производства|
201210257482300|L036-01|L036-01|Штука|110|Рассасывающийся хирургический шовный материал. Кетгут полированный 3/0 (3 metric), длина нити 150 см, диаметр 0,30-0,34 мм, с иглой 20 мм, колющая, ½ окружности 75. Срок годности не менее 2 лет со дня производства|
201210257482300|L037-01|L037-01|Штука|70|Рассасывающийся хирургический шовный материал. Кетгут полированный 4/0 (2 metric), длина нити 150 см, диаметр 0,20-0,24 мм, с иглой 17 мм, колющая, ½ окружности 75. Срок годности не менее 2 лет со дня производства|
201210257482300|L038-01|L038-01|Упаковка|20|Раствор для инъекций ампулы по 2 мг в упаковке по 5 ампул. Срок годности не менее 1 года со дня производства.|
201210257482300|L039-01|L039-01|Упаковка|30|Таблетки 480 мг белого или почти белого цвета, Одна таблетка содержит  активные вещества:сульфаметоксазол 400 мг,триметоприм 80 мг;вспомогательные вещества:крахмал картофельный,повидон,кальция стеарат.Срок годности не менее 1,5 года со дня производства|
201210257482300|L040-01|L040-01|Флакон|300|Левофлоксацин 500мг/100мл. Срок годности не менее 1,5 год со дня производства.|
